Time[sec], DTG[m], V(tas)[m/s], vRate[m/s], x[m], y[m], h[m], gs[fps]
1037,49957.62801,170.282,-3.855,34854.34124,35790.36514,4297.05257,502.80809
1038,49804.40830,170.246,-3.854,34747.76872,35680.28066,4293.19788,502.68951
1039,49651.22479,170.211,-3.853,34641.21823,35570.22522,4289.34414,502.57078
1040,49498.07750,170.175,-3.852,34534.68989,35460.19877,4285.49136,502.45191
1041,49344.96648,170.139,-3.851,34428.18380,35350.20125,4281.63955,502.33290
1042,49191.89177,170.104,-3.850,34321.70008,35240.23263,4277.78872,502.21376
1043,49038.85341,170.068,-3.849,34215.23885,35130.29284,4273.93885,502.09449
1044,48885.85144,170.033,-3.848,34108.80018,35020.38185,4270.08996,501.97511
1045,48732.88588,169.997,-3.847,34002.38416,34910.49962,4266.24206,501.85561
1046,48579.95678,169.962,-3.846,33895.99088,34800.64613,4262.39514,501.73601
1047,48427.06416,169.926,-3.845,33789.62039,34690.82135,4258.54920,501.61632
1048,48274.20804,169.891,-3.844,33683.27276,34581.02524,4254.70426,501.49658
1049,48121.38841,169.855,-3.843,33576.94804,34471.25775,4250.86030,501.37682
1050,47968.60528,169.820,-3.842,33470.64626,34361.51886,4247.01735,501.25707
1051,47815.85864,169.785,-3.841,33364.36748,34251.80849,4243.17539,501.13735
1052,47663.14846,169.750,-3.840,33258.11172,34142.12659,4239.33444,501.01771
1053,47510.47472,169.715,-3.839,33151.87902,34032.47310,4235.49450,500.89816
1054,47357.83738,169.679,-3.838,33045.66938,33922.84793,4231.65558,500.77874
1055,47205.23639,169.644,-3.837,32939.48283,33813.25102,4227.81768,500.65948
1056,47052.67169,169.610,-3.836,32833.31938,33703.68226,4223.98082,500.54040
1057,46900.14322,169.575,-3.835,32727.17902,33594.14156,4220.14500,500.42153
1058,46747.65091,169.540,-3.834,32621.06177,33484.62884,4216.31023,500.30291
1059,46595.19467,169.505,-3.833,32514.96760,33375.14397,4212.47652,500.18455
1060,46442.77442,169.471,-3.832,32408.89651,33265.68685,4208.64388,500.06648
1061,46290.39006,169.436,-3.830,32302.84847,33156.25737,4204.81233,499.94874
1062,46138.04147,169.402,-3.829,32196.82346,33046.85540,4200.98186,499.83135
1063,45985.72855,169.367,-3.828,32090.82144,32937.48081,4197.15250,499.71433
1064,45833.45118,169.333,-3.827,31984.84238,32828.13348,4193.32426,499.59771
1065,45681.20922,169.299,-3.826,31878.88624,32718.81326,4189.49714,499.48152
1066,45529.00254,169.265,-3.825,31772.95295,32609.52001,4185.67116,499.36578
1067,45376.83099,169.231,-3.824,31667.04246,32500.25358,4181.84632,499.25051
1068,45224.69442,169.197,-3.822,31561.15472,32391.01383,4178.02265,499.13575
1069,45072.59267,169.163,-3.821,31455.28964,32281.80060,4174.20015,499.02151
1070,44920.52557,169.130,-3.820,31349.44717,32172.61372,4170.37884,498.90782
1071,44768.49295,169.096,-3.819,31243.62722,32063.45302,4166.55871,498.79470
1072,44616.49462,169.063,-3.818,31137.82971,31954.31835,4162.73980,498.68218
1073,44464.53041,169.030,-3.816,31032.05454,31845.20951,4158.92210,498.57027
1074,44312.60010,168.997,-3.815,30926.30163,31736.12633,4155.10563,498.45901
1075,44160.70351,168.964,-3.814,30820.57088,31627.06863,4151.29040,498.34840
1076,44008.84042,168.931,-3.813,30714.86217,31518.03621,4147.47642,498.23849
1077,43857.01062,168.898,-3.811,30609.17541,31409.02889,4143.66369,498.12928
1078,43705.21389,168.865,-3.810,30503.51048,31300.04645,4139.85224,498.02079
1079,43553.44999,168.833,-3.809,30397.86726,31191.08870,4136.04206,497.91306
1080,43401.71869,168.800,-3.808,30292.24562,31082.15543,4132.23316,497.80609
1081,43250.01976,168.768,-3.806,30186.64545,30973.24643,4128.42556,497.69991
1082,43098.35294,168.736,-3.805,30081.06661,30864.36149,4124.61927,497.59454
1083,42946.71799,168.704,-3.804,29975.50897,30755.50037,4120.81428,497.49000
1084,42795.11464,168.672,-3.802,29869.97238,30646.66286,4117.01061,497.38632
1085,42643.54263,168.641,-3.801,29764.45670,30537.84872,4113.20827,497.28349
1086,42492.01438,168.609,-3.800,29658.94307,30429.09355,4109.40726,497.13996
1087,42340.51736,168.578,-3.798,29553.45009,30320.36188,4105.60759,497.03745
1088,42189.05158,168.546,-3.797,29447.97977,30211.65173,4101.80924,496.93501
1089,42037.61687,168.515,-3.796,29342.53336,30102.96169,4098.01221,496.83302
1090,41886.21302,168.484,-3.794,29237.11148,29994.29084,4094.21650,496.73179
1091,41734.83973,168.453,-3.793,29131.71428,29885.63862,4090.42212,496.63154
1092,41583.49664,168.422,-3.792,29026.34157,29777.00472,4086.62908,496.53247
1093,41432.18334,168.391,-3.790,28920.99289,29668.38903,4082.83739,496.43469
1094,41280.89943,168.361,-3.789,28815.66765,29559.79153,4079.04705,496.33829
1095,41129.64446,168.331,-3.788,28710.36516,29451.21229,4075.25807,496.24335
1096,40978.41798,168.301,-3.786,28605.08469,29342.65138,4071.47048,496.14988
1097,40827.21953,168.271,-3.785,28499.82553,29234.10885,4067.68427,496.05791
1098,40676.04865,168.241,-3.783,28394.58699,29125.58473,4063.89947,495.96744
1099,40524.90489,168.212,-3.782,28289.36842,29017.07903,4060.11607,495.87847
1100,40373.78780,168.182,-3.781,28184.16924,28908.59166,4056.33409,495.79100
1101,40222.69691,168.153,-3.779,28078.98890,28800.12252,4052.55354,495.70502
1102,40071.63177,168.124,-3.778,27973.82694,28691.67145,4048.77443,495.62052
1103,39920.59160,168.096,-3.776,27868.68213,28583.23849,4044.99676,495.53863
1104,39769.57576,168.067,-3.775,27763.55377,28474.82350,4041.22054,495.45879
1105,39618.58378,168.039,-3.773,27658.44151,28366.42612,4037.44577,495.38052
1106,39467.61518,168.011,-3.772,27553.34511,28258.04593,4033.67247,495.30380
1107,39316.66949,167.983,-3.770,27448.26437,28149.68248,4029.90063,495.22864
1108,39165.74623,167.955,-3.769,27343.19909,28041.33528,4026.13026,495.15504
1109,39014.84493,167.927,-3.767,27238.14911,27933.00382,4022.36136,495.08301
1110,38863.96510,167.900,-3.766,27133.11424,27824.68762,4018.59393,495.01259
1111,38713.10623,167.873,-3.764,27028.09429,27716.38615,4014.82798,494.94378
1112,38562.26784,167.846,-3.763,26923.08905,27608.09894,4011.06349,494.87661
1113,38411.44942,167.819,-3.762,26818.09830,27499.82549,4007.30047,494.81111
1114,38260.65044,167.792,-3.760,26713.12179,27391.56532,4003.53892,494.74731
1115,38109.87038,167.766,-3.759,26608.15925,27283.31796,3999.77884,494.68522
1116,37959.10872,167.740,-3.757,26503.21039,27175.08296,3996.02022,494.62488
1117,37808.36491,167.714,-3.756,26398.27490,27066.85986,3992.26306,494.56630
1118,37657.63841,167.688,-3.754,26293.35246,26958.64822,3988.50736,494.50951
1119,37506.92868,167.662,-3.753,26188.44275,26850.44759,3984.75311,494.45452
1120,37356.23514,167.637,-3.751,26083.54541,26742.25752,3981.00032,494.40136
1121,37205.55725,167.611,-3.750,25978.66009,26634.07760,3977.24897,494.35004
1122,37054.89443,167.586,-3.748,25873.78642,26525.90736,3973.49905,494.30059
1123,36904.24612,167.561,-3.747,25768.92405,26417.74638,3969.75058,494.25301
1124,36753.61173,167.537,-3.746,25664.07259,26309.59421,3966.00353,494.20732
1125,36602.99069,167.512,-3.744,25559.23167,26201.45041,3962.25791,494.16354
1126,36452.38240,167.488,-3.743,25454.40091,26093.31454,3958.51370,494.12167
1127,36301.78565,167.464,-3.741,25349.59769,25985.16802,3954.77090,494.08387
1128,36151.20034,167.440,-3.740,25244.80368,25877.02851,3951.02951,494.04631
1129,36000.62575,167.417,-3.739,25140.01707,25768.89674,3947.28951,494.01118
1130,35850.06119,167.393,-3.737,25035.23659,25660.77302,3943.55091,493.97823
1131,35699.50248,167.370,-3.736,24930.45739,25552.65620,3939.81370,493.95905
1132,35548.94896,167.347,-3.734,24825.67886,25444.54596,3936.07785,493.94202
1133,35398.40030,167.324,-3.733,24720.90105,25336.44178,3932.34337,493.92610
1134,35247.85619,167.301,-3.732,24616.12422,25228.34299,3928.61022,493.91114
1135,35097.31637,167.278,-3.731,24511.34875,25120.24887,3924.87838,493.89706
1136,34946.78058,167.255,-3.729,24406.57506,25012.15865,3921.14782,493.88381
1137,34796.24860,167.232,-3.728,24301.80353,24904.07161,3917.41851,493.87135
1138,34645.72019,167.210,-3.727,24197.03454,24795.98709,3913.69041,493.85965
1139,34495.19510,167.187,-3.726,24092.26834,24687.90450,3909.96348,493.84872
1140,34344.67312,167.165,-3.725,23987.50515,24579.82332,3906.23769,493.83854
1141,34194.15402,167.142,-3.724,23882.74508,24471.74311,3902.51300,493.82911
1142,34043.63756,167.120,-3.723,23777.98816,24363.66354,3898.78936,493.82042
1143,33893.12352,167.097,-3.722,23673.23436,24255.58432,3895.06673,493.81247
1144,33742.61169,167.075,-3.721,23568.48358,24147.50524,3891.34507,493.80525
1145,33592.10184,167.053,-3.720,23463.73569,24039.42612,3887.62435,493.79873
1146,33441.59378,167.031,-3.719,23358.99051,23931.34686,3883.90451,493.79290
1147,33291.08729,167.008,-3.719,23254.24783,23823.26736,3880.18543,493.78773
1148,33140.58218,166.986,-3.718,23149.50744,23715.18757,3876.46678,493.78319
1149,32990.07825,166.964,-3.718,23044.76909,23607.10744,3872.74836,493.77932
1150,32839.57530,166.942,-3.718,22940.03256,23499.02691,3869.03002,493.77613
1151,32689.07311,166.919,-3.718,22835.29758,23390.94594,3865.31167,493.77361
1152,32538.57150,166.897,-3.719,22730.56393,23282.86448,3861.59324,493.77174
1153,32388.07026,166.875,-3.719,22625.83136,23174.78249,3857.87470,493.77050
1154,32237.56922,166.853,-3.719,22521.09966,23066.69995,3854.15600,493.76986
1155,32087.06820,166.831,-3.719,22416.36860,22958.61680,3850.43714,493.76979
1156,31936.56704,166.809,-3.719,22311.63800,22850.53302,3846.71810,493.77025
1157,31786.06559,166.787,-3.719,22206.90765,22742.44857,3842.99888,493.77123
1158,31635.56369,166.765,-3.720,22102.17738,22634.36344,3839.27948,493.77267
1159,31485.06122,166.743,-3.720,21997.44703,22526.27759,3835.55990,493.77456
1160,31334.55805,166.721,-3.720,21892.71643,22418.19101,3831.84015,493.77685
1161,31184.05407,166.699,-3.720,21787.98543,22310.10368,3828.12022,493.77951
1162,31033.54917,166.677,-3.720,21683.25392,22202.01557,3824.40012,493.78252
1163,30883.04327,166.655,-3.720,21578.52175,22093.92669,3820.67987,493.78584
1164,30732.53626,166.633,-3.721,21473.78881,21985.83703,3816.95946,493.78943
1165,30582.02809,166.611,-3.721,21369.05500,21877.74659,3813.23890,493.79327
1166,30431.51867,166.589,-3.721,21264.32022,21769.65536,3809.51819,493.79733
1167,30280.98405,166.567,-3.721,21159.58052,21661.53378,3805.79733,493.88009
1168,30130.44849,166.544,-3.721,21054.83919,21553.41249,3802.07634,493.88314
1169,29979.91191,166.522,-3.721,20950.09517,21445.29237,3798.35519,493.88649
1170,29829.37427,166.499,-3.721,20845.34786,21337.17397,3794.63388,493.88997
1171,29678.83557,166.477,-3.722,20740.59699,21229.05755,3790.91241,493.89343
1172,29528.29585,166.454,-3.722,20635.84253,21120.94319,3787.19075,493.89676
1173,29377.75518,166.432,-3.722,20531.08464,21012.83082,3783.46891,493.89990
1174,29227.21362,166.409,-3.722,20426.32359,20904.72030,3779.74687,493.90277
1175,29076.67128,166.386,-3.722,20321.55971,20796.61142,3776.02463,493.90535
1176,28926.12825,166.363,-3.723,20216.79337,20688.50398,3772.30218,493.90761
1177,28775.58464,166.340,-3.723,20112.02492,20580.39776,3768.57952,493.90953
1178,28625.04054,166.317,-3.723,20007.25471,20472.29257,3764.85664,493.91111
1179,28474.49607,166.294,-3.723,19902.48305,20364.18827,3761.13354,493.91235
1180,28323.95132,166.271,-3.724,19797.71022,20256.08472,3757.41021,493.91324
1181,28173.40640,166.247,-3.724,19692.93646,20147.98184,3753.68665,493.91379
1182,28022.86142,166.224,-3.724,19588.16197,20039.87958,3749.96285,493.91400
1183,27872.31649,166.200,-3.724,19483.38691,19931.77792,3746.23880,493.91386
1184,27721.77170,166.177,-3.725,19378.61144,19823.67688,3742.51451,493.91337
1185,27571.22716,166.153,-3.725,19273.83566,19715.57649,3738.78996,493.91253
1186,27420.68299,166.129,-3.725,19169.05967,19607.47681,3735.06516,493.91134
1187,27270.13930,166.106,-3.725,19064.28354,19499.37792,3731.34011,493.90978
1188,27119.59619,166.082,-3.726,18959.50736,19391.27990,3727.61478,493.90786
1189,26969.05378,166.058,-3.726,18854.73117,19283.18287,3723.88919,493.90555
1190,26818.51220,166.033,-3.726,18749.95504,19175.08692,3720.16333,493.90286
1191,26667.97155,166.009,-3.726,18645.17904,19066.99217,3716.43720,493.89977
1192,26517.43198,165.985,-3.727,18540.40321,18958.89873,3712.71079,493.89626
1193,26366.89360,165.960,-3.727,18435.62762,18850.80673,3708.98409,493.89234
1194,26216.35654,165.936,-3.727,18330.85233,18742.71628,3705.25712,493.88798
1195,26065.82095,165.911,-3.728,18226.07742,18634.62750,3701.52986,493.88318
1196,25915.28696,165.886,-3.728,18121.30296,18526.54052,3697.80231,493.87793
1197,25764.75472,165.861,-3.728,18016.52902,18418.45546,3694.07446,493.87222
1198,25614.22435,165.836,-3.728,17911.75569,18310.37244,3690.34632,493.86603
1199,25463.69602,165.811,-3.729,17806.98305,18202.29157,3686.61789,493.85936
1200,25313.16987,165.786,-3.729,17702.21120,18094.21298,3682.88916,493.85221
1201,25162.64606,165.761,-3.729,17597.44022,17986.13680,3679.16012,493.84455
1202,25012.12473,165.736,-3.730,17492.67021,17878.06314,3675.43079,493.83638
1203,24861.60605,165.710,-3.730,17387.90128,17769.99212,3671.70115,493.82770
1204,24711.09018,165.684,-3.730,17283.13352,17661.92387,3667.97120,493.81850
1205,24560.57727,165.659,-3.731,17178.36704,17553.85852,3664.24095,493.80876
1206,24410.06749,165.633,-3.731,17073.60194,17445.79618,3660.51039,493.79850
1207,24259.56100,165.607,-3.731,16968.83834,17337.73698,3656.77952,493.78769
1208,24109.05798,165.581,-3.731,16864.07634,17229.68105,3653.04834,493.77633
1209,23958.55858,165.555,-3.732,16759.31605,17121.62851,3649.31685,493.76443
1210,23808.06297,165.529,-3.732,16654.55758,17013.57949,3645.58504,493.75200
1211,23657.57131,165.502,-3.732,16549.80104,16905.53409,3641.85293,493.73905
1212,23507.08375,165.476,-3.733,16445.04654,16797.49243,3638.12051,493.72560
1213,23356.60044,165.449,-3.733,16340.29417,16689.45461,3634.38778,493.71166
1214,23206.12152,165.423,-3.733,16235.54405,16581.42074,3630.65474,493.69724
1215,23055.64714,165.396,-3.734,16130.79628,16473.39092,3626.92140,493.68235
1216,22905.17743,165.369,-3.734,16026.05095,16365.36524,3623.18775,493.66701
1217,22754.71254,165.342,-3.734,15921.30815,16257.34379,3619.45380,493.65124
1218,22604.25258,165.315,-3.735,15816.56800,16149.32667,3615.71956,493.63503
1219,22453.79769,165.288,-3.735,15711.83057,16041.31396,3611.98502,493.61841
1220,22303.34798,165.261,-3.735,15607.09595,15933.30575,3608.25020,493.60139
1221,22152.90359,165.234,-3.735,15502.36424,15825.30212,3604.51509,493.58397
1222,22002.46462,165.207,-3.736,15397.63551,15717.30315,3600.77971,493.56617
1223,21852.03119,165.180,-3.736,15292.90984,15609.30893,3597.04406,493.54800
1224,21701.60341,165.152,-3.736,15188.18732,15501.31953,3593.30813,493.52947
1225,21551.18138,165.125,-3.736,15083.46801,15393.33503,3589.57195,493.51058
1226,21400.76522,165.097,-3.737,14978.75200,15285.35550,3585.83552,493.49135
1227,21250.35502,165.070,-3.737,14874.03935,15177.38101,3582.09884,493.47178
1228,21099.95088,165.042,-3.737,14769.33014,15069.41164,3578.36192,493.45189
1229,20949.55291,165.014,-3.737,14664.62442,14961.44747,3574.62477,493.43168
1230,20799.16118,164.987,-3.738,14559.92226,14853.48855,3570.88739,493.41116
1231,20648.77581,164.959,-3.738,14455.22373,14745.53495,3567.14979,493.39034
1232,20498.39687,164.931,-3.738,14350.52889,14637.58674,3563.41198,493.36923
1233,20348.02445,164.903,-3.738,14245.83778,14529.64400,3559.67397,493.34782
1234,20197.65865,164.875,-3.738,14141.15049,14421.70677,3555.93577,493.32613
1235,20047.29953,164.847,-3.739,14036.46704,14313.77513,3552.19737,493.30417
1236,19896.94720,164.819,-3.739,13931.78752,14205.84913,3548.45879,493.28194
1237,19746.60172,164.791,-3.739,13827.11195,14097.92884,3544.72004,493.25944
1238,19596.26318,164.763,-3.739,13722.44040,13990.01431,3540.98112,493.23669
1239,19445.93165,164.735,-3.739,13617.77292,13882.10561,3537.24204,493.21368
1240,19295.60721,164.707,-3.739,13513.10956,13774.20280,3533.50282,493.19042
1241,19145.28994,164.678,-3.740,13408.45036,13666.30593,3529.76344,493.16691
1242,18994.97990,164.650,-3.740,13303.79537,13558.41505,3526.02393,493.14317
1243,18844.67717,164.622,-3.740,13199.14464,13450.53023,3522.28429,493.11918
1244,18694.38183,164.593,-3.740,13094.49821,13342.65153,3518.54453,493.09496
1245,18544.09640,164.565,-3.740,12989.85591,13234.78262,3514.80465,493.06245
1246,18393.82302,164.537,-3.740,12885.21535,13126.92882,3511.06466,493.02291
1247,18243.56181,164.508,-3.740,12780.57643,13019.09038,3507.32457,492.98298
1248,18093.31290,164.480,-3.740,12675.93970,12911.26695,3503.58439,492.94265
1249,17943.08581,164.451,-3.740,12571.31659,12803.46071,3499.84411,492.87106
1250,17792.87106,164.422,-3.740,12466.69796,12695.66730,3496.10376,492.83058
1251,17642.66875,164.394,-3.740,12362.08446,12587.88626,3492.36334,492.78977
1252,17492.47899,164.365,-3.741,12257.47676,12480.11708,3488.62287,492.74861
1253,17342.30187,164.337,-3.741,12152.87549,12372.35926,3484.88236,492.70713
1254,17192.13748,164.308,-3.741,12048.28126,12264.61237,3481.14183,492.66536
1255,17041.98592,164.280,-3.741,11943.69458,12156.87600,3477.40129,492.62330
1256,16891.84725,164.251,-3.741,11839.11590,12049.14984,3473.66074,492.58100
1257,16741.72154,164.222,-3.741,11734.54559,11941.43362,3469.92021,492.53849
1258,16591.60884,164.194,-3.740,11629.98392,11833.72714,3466.17969,492.49578
1259,16441.50922,164.165,-3.740,11525.43111,11726.03028,3462.43920,492.45291
1260,16291.42270,164.136,-3.740,11420.88730,11618.34295,3458.69876,492.40991
1261,16141.34932,164.107,-3.740,11316.35261,11510.66509,3454.95835,492.36678
1262,15991.28912,164.079,-3.740,11211.82707,11402.99670,3451.21801,492.32356
1263,15841.24212,164.050,-3.740,11107.31073,11295.33778,3447.47773,492.28025
1264,15691.20834,164.021,-3.740,11002.80358,11187.68837,3443.73751,492.23686
1265,15541.18781,163.992,-3.740,10898.30560,11080.04852,3439.99738,492.19342
1266,15391.18054,163.963,-3.740,10793.81676,10972.41826,3436.25734,492.14992
1267,15241.18653,163.934,-3.740,10689.33703,10864.79766,3432.51740,492.10638
1268,15091.20581,163.905,-3.740,10584.86638,10757.18676,3428.77755,492.06281
1269,14941.23837,163.877,-3.740,10480.40476,10649.58561,3425.03782,492.01920
1270,14791.28424,163.848,-3.739,10375.95213,10541.99427,3421.29820,491.97558
1271,14641.34340,163.819,-3.739,10271.50847,10434.41276,3417.55871,491.93194
1272,14491.41587,163.790,-3.739,10167.07373,10326.84112,3413.81935,491.88829
1273,14341.50165,163.761,-3.739,10062.64789,10219.27939,3410.08013,491.84464
1274,14191.60073,163.732,-3.739,9958.23093,10111.72759,3406.34105,491.80099
1275,14041.71311,163.703,-3.739,9853.82281,10004.18574,3402.60212,491.75735
1276,13891.83879,163.674,-3.739,9749.42352,9896.65385,3398.86335,491.71373
1277,13741.97775,163.645,-3.738,9645.03304,9789.13193,3395.12474,491.67013
1278,13592.13000,163.616,-3.738,9540.65133,9681.62000,3391.38631,491.62656
1279,13442.29552,163.587,-3.738,9436.27839,9574.11806,3387.64804,491.58302
1280,13292.47429,163.558,-3.738,9331.91420,9466.62610,3383.90996,491.53953
1281,13142.66631,163.529,-3.738,9227.55872,9359.14413,3380.17206,491.49609
1282,12992.87155,163.500,-3.738,9123.21194,9251.67215,3376.43435,491.45270
1283,12843.09000,163.471,-3.737,9018.87384,9144.21015,3372.69684,491.40937
1284,12693.32163,163.442,-3.737,8914.54438,9036.75813,3368.95953,491.36612
1285,12543.56643,163.413,-3.737,8810.22356,8929.31608,3365.22243,491.32294
1286,12393.82436,163.384,-3.737,8705.91132,8821.88399,3361.48554,491.27984
1287,12244.09539,163.356,-3.736,8601.60766,8714.46185,3357.74887,491.23684
1288,12094.37951,163.327,-3.736,8497.31253,8607.04966,3354.01241,491.19393
1289,11944.67668,163.298,-3.736,8393.02590,8499.64739,3350.27618,491.15112
1290,11794.98686,163.269,-3.736,8288.74774,8392.25505,3346.54018,491.10843
1291,11645.31002,163.240,-3.736,8184.47803,8284.87259,3342.80442,491.06584
1292,11495.64612,163.211,-3.735,8080.21674,8177.50000,3339.06889,491.02337
1293,11345.99513,163.182,-3.735,7975.96387,8070.13723,3335.33361,490.98102
1294,11196.35702,163.153,-3.735,7871.71942,7962.78422,3331.59857,490.93879
1295,11046.73175,163.125,-3.735,7767.48340,7855.44091,3327.86378,490.89667
1296,10897.11927,163.096,-3.734,7663.25583,7748.10725,3324.12924,490.85468
1297,10747.51956,163.067,-3.734,7559.03672,7640.78316,3320.39496,490.81281
1298,10597.93257,163.038,-3.734,7454.82610,7533.46856,3316.66094,490.77107
1299,10448.35826,163.009,-3.733,7350.62398,7426.16338,3312.92718,490.72946
1300,10298.79659,162.981,-3.733,7246.43039,7318.86754,3309.19369,490.68799
1301,10149.24753,162.952,-3.733,7142.24534,7211.58097,3305.46047,490.64664
1302,9999.71102,162.923,-3.733,7038.06885,7104.30359,3301.72752,490.60544
1303,9850.18703,162.894,-3.732,6933.90095,6997.03533,3297.99484,490.56437
1304,9700.67552,162.866,-3.732,6829.74163,6889.77611,3294.26244,490.52345
1305,9551.17644,162.837,-3.732,6725.59091,6782.52587,3290.53032,490.48266
1306,9401.68974,162.808,-3.732,6621.44880,6675.28454,3286.79847,490.44203
1307,9252.21539,162.780,-3.731,6517.31530,6568.05206,3283.06692,490.40153
1308,9102.75333,162.751,-3.731,6413.19040,6460.82835,3279.33564,490.36119
1309,8953.30352,162.722,-3.731,6309.07412,6353.61336,3275.60465,490.32099
1310,8803.86593,162.694,-3.730,6204.96644,6246.40703,3271.87395,490.28094
1311,8654.44049,162.665,-3.730,6100.86736,6139.20931,3268.14354,490.24104
1312,8505.02717,162.636,-3.730,5996.77688,6032.02012,3264.41342,490.20129
1313,8355.62592,162.608,-3.730,5892.69497,5924.83944,3260.68358,490.16169
1314,8206.23669,162.579,-3.729,5788.62164,5817.66719,3256.95404,490.12223
1315,8056.85945,162.551,-3.729,5684.55686,5710.50333,3253.22480,490.08293
1316,7907.49414,162.522,-3.729,5580.50063,5603.34781,3249.49584,490.04377
1317,7758.14073,162.494,-3.728,5476.45293,5496.20058,3245.76719,490.00475
1318,7608.79915,162.465,-3.728,5372.41374,5389.06159,3242.03882,489.96588
1319,7459.46939,162.437,-3.728,5268.38306,5281.93081,3238.31075,489.92716
1320,7310.15138,162.408,-3.727,5164.36085,5174.80818,3234.58298,489.88858
1321,7160.84509,162.380,-3.727,5060.34712,5067.69366,3230.85550,489.85014
1322,7011.55047,162.351,-3.727,4956.34182,4960.58722,3227.12832,489.81183
1323,6862.26749,162.323,-3.727,4852.34496,4853.48880,3223.40143,489.77367
1324,6712.99609,162.295,-3.726,4748.35651,4746.39837,3219.67483,489.73564
1325,6563.73625,162.266,-3.726,4644.37646,4639.31589,3215.94854,489.69774
1326,6414.48792,162.238,-3.726,4540.40478,4532.24133,3212.22253,489.65997
1327,6265.25107,162.209,-3.725,4436.44146,4425.17464,3208.49682,489.62233
1328,6116.02564,162.181,-3.725,4332.48647,4318.11579,3204.77140,489.58481
1329,5966.81162,162.153,-3.725,4228.53981,4211.06475,3201.04628,489.54742
1330,5817.60303,162.124,-3.725,4124.58085,4104.03321,3197.32145,489.52963
1331,5668.40574,162.096,-3.724,4020.63060,3997.00896,3193.59691,489.49256
1332,5519.21980,162.068,-3.724,3916.69035,3889.99084,3189.87266,489.45530
1333,5370.04525,162.039,-3.724,3812.76086,3782.97812,3186.14870,489.41796
1334,5220.88207,162.011,-3.723,3708.84253,3675.97044,3182.42503,489.38061
1335,5071.73026,161.983,-3.723,3604.93544,3568.96770,3178.70165,489.34330
1336,4922.58980,161.955,-3.723,3501.03945,3461.96999,3174.97855,489.30608
1337,4773.46065,161.926,-3.723,3397.15431,3354.97751,3171.25573,489.26896
1338,4624.34277,161.898,-3.722,3293.27966,3247.99057,3167.53319,489.23196
1339,4475.23613,161.870,-3.722,3189.41512,3141.00949,3163.81092,489.19508
1340,4326.14070,161.841,-3.722,3085.56029,3034.03459,3160.08892,489.15831
1341,4177.05644,161.813,-3.721,2981.71482,2927.06618,3156.36720,489.12165
1342,4027.98332,161.785,-3.714,2877.87837,2820.10455,3152.64574,489.08509
1343,3878.92117,161.756,-3.665,2774.05055,2713.14981,3148.93154,489.04913
1344,3729.86910,161.727,-3.589,2670.23052,2606.20158,3145.26620,489.01601
1345,3580.82890,161.696,-3.496,2566.41908,2499.26154,3141.67699,488.97709
1346,3431.80405,161.661,-3.391,2462.61815,2392.33270,3138.18137,488.92673
1347,3282.79918,161.623,-3.282,2358.83040,2285.41890,3134.78993,488.86118
1348,3133.81967,161.579,-3.169,2255.05905,2178.52452,3131.50839,488.77800
1349,2984.87137,161.529,-3.057,2151.30775,2071.65419,3128.33902,488.67558
1350,2835.96046,161.474,-2.947,2047.58040,1964.81270,3125.28166,488.55292
1351,2687.09329,161.413,-2.840,1943.88118,1858.00487,3122.33448,488.40944
1352,2538.27629,161.346,-2.736,1840.21439,1751.23547,3119.49457,488.24483
1353,2389.51594,161.273,-2.637,1736.58449,1644.50922,3116.75834,488.05898
1354,2240.81871,161.194,-2.541,1632.99598,1537.83075,3114.12182,487.85189
1355,2092.19106,161.109,-2.449,1529.45346,1431.20460,3111.58094,487.62365
1356,1943.63939,161.017,-2.362,1425.96154,1324.63523,3109.13159,487.37436
1357,1795.17007,160.920,-2.278,1322.52483,1218.12703,3106.76985,487.10417
1358,1646.78944,160.817,-2.198,1219.14797,1111.68434,3104.49193,486.81321
1359,1498.50379,160.708,-2.121,1115.83557,1005.31144,3102.29430,486.50160
1360,1350.31972,160.593,-2.047,1012.58980,899.01542,3100.17369,486.16836
1361,1202.24378,160.472,-1.975,909.41289,792.80325,3098.12707,485.81363
1362,1054.28217,160.345,-1.907,806.30962,686.67893,3096.15166,485.43854
1363,906.44111,160.212,-1.840,703.28509,580.64619,3094.24491,485.04305
1364,758.72682,160.073,-1.776,600.34454,474.70859,3092.40451,484.62715
1365,611.14554,159.928,-1.714,497.49329,368.86967,3090.62832,484.19080
1366,463.70350,159.778,-1.653,394.73664,263.13298,3088.91442,483.73399
1367,316.40695,159.621,-1.595,292.07980,157.50215,3087.26100,483.25667
1368,169.26215,159.458,-1.537,189.52791,51.98094,3085.66642,482.75881
1369,22.27537,159.290,-1.481,87.08599,-53.42680,3084.12916,482.24036
1370,-124.54710,159.115,-1.427,-15.24106,-158.71705,3082.64779,481.70129
